MOTIF V_PPARG_Q6 PPARgamma
MOTIF V_SOX2_Q6 Sox-2
MOTIF V_SP4_Q5 SP4
MOTIF V_IPF1_Q6 ipf1
MOTIF V_IRF3_Q3 IRF-3
MOTIF V_NFAT1_Q6 NFATc2
MOTIF V_PPARA_Q6 PPARA
MOTIF V_SOX9_Q4 Sox-9
MOTIF V_NEUROD_01 NeuroD-2
MOTIF V_NEUROD_02 NeuroD
MOTIF V_HOXA13_01 HOXA13
MOTIF V_ATF5_01 ATF5
MOTIF V_HOXA13_02 HOXA13
MOTIF V_MECP2_01 MECP2
MOTIF V_MECP2_02 MECP2
MOTIF V_HMGA2_01 HMGI-C
MOTIF V_MEF2A_05 MEF-2A
MOTIF V_SP1_02 SP1
MOTIF V_SRF_03 SRF
MOTIF V_TEF_01 TEF
MOTIF V_ZABC1_01 ZABC1
MOTIF V_POU5F1_01 Oct3
MOTIF V_SOX4_01 Sox-4
MOTIF V_NKX21_01 TFF-1
MOTIF V_SIX1_01 Six-1
MOTIF V_LHX61_01 lhx6.1
MOTIF V_TST1_02 Oct-6
MOTIF V_HOXC13_01 HOXC13
MOTIF V_IRX3_01 Irx-3
MOTIF V_HOXB5_01 HoxB5
MOTIF V_PROP1_02 Prop-1
MOTIF V_HOXC8_01 HOXC-8
MOTIF V_OTP_01 OTP
MOTIF V_OCTAMER_01 BRN1
MOTIF V_LHX2_01 LHX2
MOTIF V_GSH2_01 GSH2
